,class,kindom,phylum,class,order,family,genus,species
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_toxicus,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_toxicus
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_rathayi,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_rathayi
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_tanaceti,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_tanaceti
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_festucae,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_festucae
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_iranicus,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_iranicus
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_tritici,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_tritici
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2805,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2805
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2762,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2762
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2801,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2801
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2760,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2760
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2804,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2804
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter_sp._VKM_Ac-2759,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Rathayibacter,s_Rathayibacter_sp._VKM_Ac-2759
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_muris,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_muris
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_triazinivorans,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_triazinivorans
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_denitrificans,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_denitrificans
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_sp._HDW9A,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_sp._HDW9A
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_sp._HDW9C,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_sp._HDW9C
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Leucobacter|s_Leucobacter_sp._HDW9B,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Leucobacter,s_Leucobacter_sp._HDW9B
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_pusillum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_pusillum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_flaccumfaciens,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_flaccumfaciens
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_sp._Csp2,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_sp._Csp2
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_sp._csp3,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_sp._csp3
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_sp._BH-2-1-1,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_sp._BH-2-1-1
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_sp._MR_MD2014,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_sp._MR_MD2014
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Curtobacterium|s_Curtobacterium_sp._SGAir0471,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Curtobacterium,s_Curtobacterium_sp._SGAir0471
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium_sp._dk2585,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,s_Salinibacterium_sp._dk2585
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium_sp._ZJ70,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,s_Salinibacterium_sp._ZJ70
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium_sp._CGMCC_1.16371,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,s_Salinibacterium_sp._CGMCC_1.16371
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium_sp._UTAS2018,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,s_Salinibacterium_sp._UTAS2018
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium_sp._ZJ450,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Salinibacterium,s_Salinibacterium_sp._ZJ450
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_paludicola,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_paludicola
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_schleiferi,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_schleiferi
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sediminis,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sediminis
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_oleivorans,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_oleivorans
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_testaceum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_testaceum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_endophyticum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_endophyticum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_aurum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_aurum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_lemovicicum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_lemovicicum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_chocolatum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_chocolatum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_protaetiae,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_protaetiae
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_oryzae,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_oryzae
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_wangchenii,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_wangchenii
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_esteraromaticum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_esteraromaticum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_foliorum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_foliorum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_hominis,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_hominis
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_pygmaeum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_pygmaeum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_paraoxydans,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_paraoxydans
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_oxydans,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_oxydans
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_amylolyticum,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_amylolyticum
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._SGAir0570,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._SGAir0570
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._str._'China',species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._str._'China'
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._1.5R,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._1.5R
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._CGR1,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._CGR1
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._L-031,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._L-031
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._WY121,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._WY121
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._LKL04,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._LKL04
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._1S1,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._1S1
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._RG1,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._RG1
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._HY82,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._HY82
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._A18JL200,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._A18JL200
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._BH-3-3-3,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._BH-3-3-3
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._XT11,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._XT11
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._No._7,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._No._7
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._TPU_3598,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._TPU_3598
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._PAMC_28756,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._PAMC_28756
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._A18JL241,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._A18JL241
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._YJN-G,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._YJN-G
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._NY27,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._NY27
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._ABRD_28,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._ABRD_28
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._CBA3102,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._CBA3102
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._4R-513,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._4R-513
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._ST-M6,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._ST-M6
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._Nx66,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._Nx66
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._PM5,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._PM5
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._10M-3C3,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._10M-3C3
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._Se63.02b,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._Se63.02b
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Microbacterium|s_Microbacterium_sp._Y-01,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Microbacteriaceae,g_Microbacterium,s_Microbacterium_sp._Y-01
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales,order,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,,,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Segniliparaceae,family,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Segniliparaceae,,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Segniliparaceae|g_Segniliparus,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Segniliparaceae,g_Segniliparus,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Segniliparaceae|g_Segniliparus|s_Segniliparus_rotundus,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Segniliparaceae,g_Segniliparus,s_Segniliparus_rotundus
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Tsukamurellaceae,family,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Tsukamurellaceae,,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Tsukamurellaceae|g_Tsukamurella,genus,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Tsukamurellaceae,g_Tsukamurella,
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Tsukamurellaceae|g_Tsukamurella|s_Tsukamurella_tyrosinosolvens,species,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Tsukamurellaceae,g_Tsukamurella,s_Tsukamurella_tyrosinosolvens
