Classification	MFVF11801	MFVF11802	MFVF11803	MFVF11804	MFVF11806	MFVF11807	MFVF11808	MFVF11809	MFVF11815	MFVF11817	MFVF11818	MFVF11819	MFVF11821	MFVF11822	MFVF11823	MFVF11824	MFVF11825	MFVF11829	MFVF11836	MFVF11837	MFVF11838	MFVF11839	MFVF11841	MFVF11842	MFVF11844	MFVF11845
group	low	low	high	high	high	low	low	high	high	low	high	high	high	high	low	low	low	high	high	high	low	high	high	high	low	high
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_scopos	1.50E-05	7.19E-05	1.05E-05	0.002844193	0.000681274	0.00080285	2.13E-05	0.000695206	0.001186453	4.79E-05	0.001741349	0.000734855	0.00159547	0.003281121	0.000392336	0.000553653	0.000678174	0.000217435	0.003430822	0.000548219	0.000485475	0.000355796	0.000901364	0.003639424	0.00239623	0.001382587
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Pseudobutyrivibrio|s_Pseudobutyrivibrio_xylanivorans	0.000132668	5.50E-05	0.000185486	0.001256995	0.000757172	0.001739523	0.00042384	0.000282097	0.00097038	0.000486768	0.000590275	0.000439505	0.000427681	0.000453373	0.000367656	0.000929585	0.000158026	0.000273023	0.000304155	0.001385722	0.000369521	0.000532904	0.00063162	0.000562549	0.000291092	0.000408977
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas_aeruginosa	6.62E-05	6.47E-05	4.56E-05	0.000344373	0.000169586	0.000123976	6.97E-05	0.000112825	0.000219623	0.000471696	0.000114361	0.000132174	0.000121196	0.000104816	0.000264017	0.001191067	9.00E-05	0.000104641	0.000201273	0.000235071	0.000261717	9.30E-05	0.000153496	0.000166612	5.18E-05	0.00010006
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas_fluorescens	2.34E-05	2.05E-05	4.29E-05	7.65E-05	7.58E-05	0.000105292	3.27E-05	4.27E-05	6.99E-05	0.000110406	4.07E-05	3.95E-05	4.59E-05	4.04E-05	8.58E-05	0.000116255	3.48E-05	4.72E-05	6.50E-05	0.000110864	0.000146402	4.93E-05	4.05E-05	5.63E-05	2.95E-05	3.95E-05
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas_putida	0.000333431	0.000983741	0.000784634	0.001121422	0.001063278	0.003360684	0.000471445	0.000418633	0.000336013	0.000167768	0.000230007	0.000678091	0.000476188	0.000682154	0.000846084	0.000250651	0.000569698	0.000541667	0.001020236	0.001175965	0.000434091	0.000346847	0.000182723	0.000963012	0.000373873	0.001046142
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas_stutzeri	4.86E-05	5.33E-05	4.74E-05	0.000130245	0.000123265	0.000150483	4.11E-05	0.000124478	0.000109429	0.000114577	7.05E-05	7.95E-05	8.94E-05	6.02E-05	0.000156196	0.000237203	7.78E-05	7.16E-05	9.79E-05	8.94E-05	0.000216246	5.07E-05	8.61E-05	9.12E-05	5.50E-05	9.05E-05
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Pseudopropionibacterium|s_Pseudopropionibacterium_propionicum	8.32E-06	1.25E-05	5.74E-06	1.61E-05	1.35E-05	2.24E-05	5.67E-06	1.04E-05	1.52E-05	1.02E-05	3.98E-06	8.31E-06	1.26E-05	5.29E-06	1.51E-05	6.50E-05	5.89E-06	6.67E-06	2.10E-05	1.73E-05	1.59E-05	4.64E-06	8.02E-06	7.35E-06	2.95E-06	1.75E-05
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia_solanacearum	8.94E-06	1.56E-05	1.78E-05	3.32E-05	5.13E-05	6.07E-05	2.29E-05	3.43E-05	5.75E-05	4.63E-05	2.34E-05	2.87E-05	2.75E-05	2.82E-05	6.99E-05	7.73E-05	6.17E-05	3.32E-05	4.34E-05	3.68E-05	5.95E-05	3.61E-05	2.31E-05	3.63E-05	3.34E-05	1.75E-05
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Nocardiaceae|g_Rhodococcus|s_Rhodococcus_erythropolis	0.001489341	0.004241166	0.001265033	0.002873212	0.003244735	0.025426208	0.001701415	8.07E-05	5.81E-05	5.75E-05	0.000145123	0.000910986	0.000276361	0.000331802	0.000940376	1.43E-05	0.000426001	0.008715787	0.005833624	0.01415771	0.000990769	0.001087774	0.000733639	0.010230373	0.003001921	0.009682514
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Nocardiaceae|g_Rhodococcus|s_Rhodococcus_hoagii	0.002505139	0.006013349	0.003913357	0.005971207	0.006112768	0.02548677	0.001622771	0.000310186	0.000210435	0.000119625	0.000227866	0.001055516	0.000742554	0.001210325	0.001683231	4.78E-05	0.001361302	0.040347397	0.039138168	0.065209216	0.009587559	0.007545267	0.00483557	0.061907385	0.01435806	0.047952867
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Corynebacteriales|f_Nocardiaceae|g_Rhodococcus|s_Rhodococcus_qingshengii	0.000345104	0.000971625	0.000294667	0.000671062	0.000741686	0.005864124	0.000377758	1.85E-05	1.41E-05	2.56E-05	2.71E-05	0.000169392	6.26E-05	7.85E-05	0.000238025	3.70E-06	0.000115306	0.001932791	0.001284974	0.003191339	0.00021305	0.000257695	0.000166736	0.002315208	0.000680791	0.002155923
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_Romboutsia_ilealis	0.000257011	0.000163663	0.000218118	4.23E-05	0.000288317	7.92E-06	0.000197162	7.85E-05	0.00011103	0.000205375	0.000136316	0.00014453	0.000107986	0.000292608	1.26E-05	0.00051096	4.25E-05	1.19E-05	7.78E-05	0.000135568	3.43E-05	0.00019247	6.04E-06	4.68E-05	0.000722841	0.000221307
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_hominis	0.001597387	0.001337888	0.002373825	0.008416163	0.008360497	0.009248647	0.003862889	0.00318208	0.007060035	0.005183825	0.003597731	0.004917678	0.004172322	0.004191956	0.00540874	0.010838028	0.003150481	0.003635413	0.00444008	0.01023897	0.00604251	0.004503224	0.004795905	0.009472417	0.002503915	0.005645485
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_intestinalis	0.001779519	0.001967068	0.002011294	0.011834839	0.007324077	0.019698116	0.03404023	0.003994962	0.010557231	0.006969859	0.004121408	0.006127534	0.016143835	0.005348227	0.006268927	0.013150573	0.003871643	0.004092518	0.005019751	0.014720645	0.005048144	0.006350444	0.007973892	0.009626338	0.003488909	0.004015919
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia_aeria	2.07E-06	4.14E-06	4.51E-06	1.09E-05	5.93E-06	1.82E-05	2.32E-06	9.83E-06	5.15E-06	1.67E-05	6.30E-06	7.04E-06	1.08E-05	3.39E-06	1.21E-05	2.37E-05	5.36E-06	6.20E-06	7.68E-06	6.94E-06	1.04E-05	1.87E-06	2.91E-06	1.22E-05	1.01E-06	6.50E-06
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia_dentocariosa	2.64E-06	8.34E-06	8.10E-06	1.73E-05	2.02E-05	3.17E-05	6.74E-06	1.39E-05	9.75E-06	3.48E-05	4.16E-06	1.03E-05	2.05E-05	1.53E-05	2.21E-05	3.53E-05	7.23E-06	1.73E-05	4.29E-06	1.71E-05	4.56E-05	2.82E-06	1.21E-05	3.27E-06	1.63E-06	8.43E-06
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia_mucilaginosa	6.76E-05	2.04E-05	0.000227981	0.000101226	0.000167423	0.000136861	3.35E-05	0.000418229	0.000372211	0.00016367	9.94E-05	0.000235067	0.000670283	0.00019936	9.43E-05	0.000819468	6.12E-05	0.000202207	0.000180816	5.93E-05	0.000104207	3.79E-05	3.17E-05	0.000465327	0.000120642	0.000147074
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_albus	9.21E-05	0.000101015	0.000109574	0.000349587	0.00033973	0.000468014	0.000164524	0.000191904	0.000259232	0.000356241	0.000135277	0.000211852	0.000191719	0.000259498	0.000282547	0.000605823	0.000111824	0.000200522	0.00022133	0.000381924	0.000451192	0.00015476	0.000231892	0.000147317	0.000101556	0.000199191
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_bicirculans	0.00337946	0.011315868	0.000261937	0.002502994	0.002327185	0.002663771	0.0761517	0.004122943	0.001631338	0.008270589	0.000293486	0.009268171	0.002663031	0.001281133	0.000730474	0.006981049	0.001742038	0.000645971	0.000410429	0.00094951	0.000818635	0.000485242	0.000537127	0.00119434	0.000246792	0.000729492
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_champanellensis	0.00047874	0.000797244	0.000496248	0.001617124	0.001161012	0.001479331	0.000338836	0.000547826	0.000755351	0.001730795	0.000337519	0.000854447	0.000614019	0.000762536	0.001418804	0.002150709	0.000582822	0.000833017	0.000917354	0.001060831	0.001782713	0.000769017	0.000572177	0.000268955	0.000216302	0.000682014
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Mediterraneibacter|s_Ruminococcus_gnavus	0.000748921	0.013001793	0.000735171	0.002275717	0.00193967	0.02057248	0.001475004	0.001341241	0.002393511	0.001140937	0.000976902	0.001327052	0.001603508	0.001019541	0.001068859	0.003080114	0.001831899	0.001112239	0.000870254	0.003420081	0.002591999	0.001122037	0.001162759	0.00177188	0.000950159	0.000828701
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruthenibacterium|s_Ruthenibacterium_lactatiformans	0.005837162	0.045242088	0.012418567	0.005019704	0.005469793	0.057913683	0.002046992	0.0036839	0.004351047	0.009039116	0.002048962	0.004032977	0.002744108	0.001754452	0.004618411	0.008635691	0.003374664	0.00589722	0.002834487	0.015591773	0.008064644	0.010791361	0.001981332	0.00126054	0.000626483	0.001936085
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Salmonella|s_Salmonella_enterica	0.000769359	0.000128456	0.000213063	0.000337118	0.000250856	0.000433592	0.000243625	0.000346155	0.000261251	0.000458892	0.000220772	0.000202941	0.000297399	0.000166051	0.000392254	0.000392269	0.000472606	0.000441136	0.000324212	0.000259623	0.000578175	0.000242334	0.000177339	0.000242534	0.000144227	0.00011885
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Schaalia|s_Schaalia_meyeri	7.09E-06	4.71E-06	7.65E-06	1.35E-05	8.58E-06	1.22E-05	3.31E-06	5.32E-06	7.31E-06	9.51E-06	1.41E-06	1.29E-05	4.75E-06	1.26E-05	1.43E-05	5.21E-05	5.22E-06	8.69E-06	8.68E-06	7.55E-06	1.46E-05	6.36E-06	4.34E-06	8.68E-06	2.95E-06	4.48E-06
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Schaalia|s_Schaalia_odontolytica	6.72E-05	2.08E-05	5.38E-05	8.61E-05	6.41E-05	0.000206166	3.33E-05	6.33E-05	0.000113536	0.000118747	3.10E-05	3.97E-05	6.83E-05	8.55E-05	0.000139962	0.000718197	2.91E-05	6.34E-05	3.53E-05	7.69E-05	4.32E-05	5.33E-05	2.94E-05	0.00010776	1.72E-05	4.93E-05
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas_ruminantium	5.16E-05	3.84E-05	4.88E-05	0.000111201	9.72E-05	0.001598244	4.49E-05	8.41E-05	9.17E-05	9.30E-05	6.15E-05	6.91E-05	0.00067238	0.000102822	0.001496861	0.001104869	6.62E-05	8.04E-05	0.00010837	0.000122301	0.000149998	6.20E-05	8.23E-05	0.000307101	0.000297686	0.000787023
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas_sputigena	3.54E-05	4.65E-05	5.06E-05	0.000120837	0.000110499	0.001189226	4.24E-05	6.03E-05	0.000155651	9.69E-05	2.78E-05	6.47E-05	0.000520431	4.65E-05	0.0012886	0.000935001	5.52E-05	6.42E-05	8.93E-05	0.000109949	0.000174212	8.81E-05	5.49E-05	8.09E-05	6.43E-05	0.000603915
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Shigella|s_Shigella_boydii	0.001565497	0.000124573	2.46E-05	5.78E-05	3.46E-05	0.000213897	3.60E-05	5.79E-06	1.78E-05	7.39E-06	6.30E-06	4.15E-05	7.23E-05	6.34E-05	0.000247618	6.42E-05	0.000137536	8.01E-05	1.51E-05	2.16E-05	9.59E-07	2.92E-06	8.84E-06	0.000286841	0	1.07E-05
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Shigella|s_Shigella_flexneri	0.009847675	0.000477425	0.000238482	0.000202792	0.000133032	0.000983889	4.00E-05	3.48E-05	0.000234102	1.41E-05	6.51E-05	9.59E-05	0.000293485	0.000260794	0.000758024	0.000256969	0.002152773	0.000245802	9.88E-05	0.000153791	2.48E-06	3.21E-05	0.000263042	6.13E-05	0	0.000101529
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Simonsiella|s_Simonsiella_muelleri	5.29E-07	5.70E-07	1.86E-06	6.80E-07	6.63E-06	2.12E-06	1.71E-06	4.72E-07	1.67E-06	5.19E-06	1.59E-06	3.74E-06	2.10E-06	2.99E-07	1.15E-06	7.58E-06	6.70E-07	2.02E-07	3.09E-06	2.74E-06	2.88E-06	6.70E-06	5.77E-06	8.02E-06	2.17E-06	1.47E-06
k_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Eggerthellales|f_Eggerthellaceae|g_Slackia|s_Slackia_heliotrinireducens	6.84E-05	8.00E-05	6.73E-05	0.000210274	0.000128497	0.000212608	4.59E-05	9.03E-05	0.000167067	0.000244152	4.83E-05	0.000102743	6.00E-05	6.59E-05	0.000237451	0.000373314	8.17E-05	0.000118319	0.000117251	0.000162865	0.000293523	8.68E-05	8.22E-05	5.11E-05	4.39E-05	7.45E-05
k_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Polyangiaceae|g_Sorangium|s_Sorangium_cellulosum	2.20E-05	4.46E-05	4.42E-05	0.000135573	8.80E-05	0.000127197	3.37E-05	5.64E-05	0.000106018	0.000132429	5.31E-05	5.20E-05	7.00E-05	5.62E-05	0.000180958	0.000174292	2.57E-05	5.83E-05	8.70E-05	9.12E-05	0.000151436	7.07E-05	5.82E-05	5.92E-05	3.89E-05	7.21E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus_aureus	2.86E-05	2.65E-05	0.000130085	0.000146795	0.000108546	0.000122135	6.16E-05	4.77E-05	7.88E-05	0.000193815	4.51E-05	5.98E-05	0.000120987	5.85E-05	8.15E-05	0.000409147	0.000271725	6.62E-05	3.42E-05	0.000212044	0.00017541	0.000109969	0.000108612	0.00011674	4.03E-05	5.68E-05
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Stenotrophomonas|s_Stenotrophomonas_maltophilia	0.00051781	0.001796725	0.00081442	0.001744082	0.001315739	0.01129659	0.000720631	0.000119898	0.000182521	0.000128332	0.000123351	0.000335938	0.0002245	0.000244638	0.000571244	0.000196225	0.000260877	0.013449626	0.016979578	0.02137911	0.006545886	0.006204536	0.002819408	0.019946957	0.007710047	0.020381244
k_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Streptobacillus|s_Streptobacillus_moniliformis	2.42E-06	6.21E-07	4.85E-05	3.06E-06	5.58E-06	5.61E-06	3.77E-06	8.76E-07	5.22E-06	1.31E-05	7.34E-07	2.70E-06	5.45E-06	1.10E-06	5.41E-06	2.17E-05	7.37E-06	3.71E-06	6.29E-06	8.01E-06	1.58E-05	7.42E-06	2.25E-06	6.90E-06	1.86E-06	1.16E-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_agalactiae	5.14E-05	6.80E-05	0.000118309	0.000407738	0.000206559	0.000424849	5.34E-05	0.000304797	0.000673906	0.000357558	7.84E-05	0.000261426	0.000161455	0.000138725	0.00062249	0.000173931	0.000166999	3.88E-05	8.19E-05	0.000264808	0.000177328	0.000134087	8.02E-05	8.14E-05	8.84E-05	8.73E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_anginosus	6.65E-06	1.10E-05	1.20E-05	6.20E-05	1.87E-05	4.55E-05	1.89E-05	3.92E-05	2.89E-05	3.17E-05	1.39E-05	2.34E-05	2.50E-05	1.74E-05	1.70E-05	3.11E-05	0.000119055	1.41E-05	0.000210853	2.91E-05	2.30E-05	1.03E-05	2.21E-05	2.40E-05	6.98E-06	1.64E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_australis	9.51E-06	2.95E-06	3.27E-05	4.31E-06	3.49E-05	3.92E-05	9.10E-06	0.000125489	2.79E-05	9.58E-06	1.76E-05	1.29E-05	0.000126578	1.69E-05	7.13E-06	5.05E-05	2.30E-05	1.44E-05	2.70E-05	1.87E-05	9.43E-06	5.19E-05	4.67E-06	1.95E-05	5.28E-05	2.64E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_cristatus	3.96E-06	3.62E-06	1.72E-05	1.02E-05	1.48E-05	1.42E-05	2.24E-05	6.81E-05	1.99E-05	1.90E-05	1.10E-05	1.29E-05	3.63E-05	1.93E-05	8.28E-06	2.36E-05	2.45E-05	1.25E-05	3.42E-05	2.90E-05	1.84E-05	1.23E-05	6.81E-06	2.92E-05	1.55E-05	2.23E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_dysgalactiae	4.76E-06	3.93E-06	9.76E-06	7.48E-06	1.29E-05	1.56E-05	5.14E-06	2.85E-05	9.19E-06	2.49E-05	2.57E-06	3.59E-06	1.25E-05	1.40E-05	8.04E-06	3.49E-05	0.000125216	1.04E-05	1.27E-05	7.40E-06	2.24E-05	8.57E-06	1.60E-05	1.79E-05	2.23E-05	5.18E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_equinus	4.05E-05	6.01E-06	2.31E-05	1.17E-05	5.99E-05	8.86E-05	2.79E-05	0.000120774	2.88E-05	1.53E-05	2.81E-05	2.61E-05	6.41E-05	6.46E-05	2.32E-05	1.64E-05	2.99E-05	1.09E-05	2.54E-05	1.75E-05	1.06E-05	1.99E-05	7.09E-06	4.47E-05	4.42E-06	1.44E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_gordonii	1.20E-05	5.44E-06	2.16E-05	1.05E-05	5.50E-05	4.46E-05	1.28E-05	5.20E-05	5.69E-05	2.32E-05	2.11E-05	1.48E-05	0.000121406	3.16E-05	9.76E-06	4.45E-05	4.11E-05	9.70E-06	1.42E-05	3.14E-05	1.41E-05	1.54E-05	1.75E-05	2.24E-05	3.89E-05	2.62E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_gwangjuense	1.32E-06	4.14E-07	9.32E-07	2.38E-06	3.07E-06	9.02E-06	1.90E-06	7.48E-06	3.76E-06	3.51E-06	5.63E-06	4.19E-06	1.68E-05	5.29E-06	7.38E-07	6.90E-05	2.81E-06	3.98E-06	3.59E-06	2.36E-06	4.24E-06	5.26E-07	1.59E-06	7.42E-06	2.33E-06	4.18E-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_intermedius	4.27E-06	3.26E-06	1.03E-05	8.39E-06	1.17E-05	2.00E-05	6.06E-06	1.48E-05	2.18E-05	1.27E-05	4.46E-06	5.17E-06	1.45E-05	2.59E-06	5.66E-06	1.83E-05	2.36E-05	5.86E-06	1.04E-05	2.58E-05	8.63E-06	5.46E-06	4.34E-06	9.87E-06	8.15E-06	7.89E-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_koreensis	6.61E-06	9.32E-07	1.20E-05	6.91E-06	1.83E-05	1.33E-05	2.32E-06	6.70E-05	1.61E-05	9.51E-07	1.87E-05	2.12E-05	6.56E-05	1.65E-05	5.33E-06	1.75E-05	9.11E-06	1.93E-05	1.19E-05	1.09E-05	3.28E-06	3.95E-05	7.69E-07	2.20E-05	6.21E-05	3.18E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_lutetiensis	6.43E-06	5.02E-06	1.49E-05	7.06E-05	0.000138264	0.00011606	2.22E-05	2.63E-05	0.00016477	1.87E-05	2.95E-05	2.62E-05	6.13E-05	1.84E-05	4.26E-05	0.000151636	5.62E-05	4.96E-05	3.57E-05	3.74E-05	6.77E-05	9.48E-05	4.19E-05	6.31E-05	4.32E-05	2.79E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_mitis	8.06E-06	5.49E-06	1.29E-05	2.20E-05	2.07E-05	9.12E-05	1.31E-05	6.30E-05	2.64E-05	2.84E-05	5.19E-05	3.43E-05	0.000116863	4.26E-05	1.34E-05	0.000368982	2.33E-05	3.05E-05	3.21E-05	2.82E-05	1.60E-05	8.57E-06	1.56E-05	3.55E-05	3.76E-05	3.00E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_oralis	1.26E-05	5.75E-06	1.11E-05	2.56E-05	3.08E-05	6.21E-05	1.67E-05	0.000163748	0.00010386	1.54E-05	2.66E-05	2.06E-05	0.00012553	3.35E-05	2.95E-05	0.000164453	0.000130706	2.20E-05	2.45E-05	2.03E-05	1.43E-05	1.81E-05	1.62E-05	6.23E-05	3.55E-05	4.28E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_parasanguinis	5.37E-06	2.59E-06	0.000323226	7.03E-06	0.000125916	0.000253657	4.84E-05	0.000494074	0.00015043	3.88E-06	4.16E-05	5.39E-05	0.000379315	0.000104916	5.42E-05	2.24E-05	0.000185212	1.07E-05	4.45E-05	9.00E-06	6.63E-06	3.81E-05	6.87E-06	9.45E-05	5.42E-05	3.13E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_pasteurianus	8.30E-05	0.000144713	0.000227932	0.000630028	0.000590377	0.000543762	0.000321241	0.000262159	0.000315896	0.001224492	0.000146468	0.000234093	0.000164461	0.000183304	0.000289763	0.00057351	0.000254181	0.000191359	0.000367121	0.000687829	0.000524233	0.000117386	0.000173549	9.61E-05	0.000102487	0.000199037
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_pneumoniae	1.05E-05	4.25E-06	2.94E-05	0.000331564	3.65E-05	0.000136861	1.56E-05	4.51E-05	7.55E-05	5.52E-05	5.43E-05	2.40E-05	7.60E-05	3.95E-05	3.09E-05	0.000198752	4.19E-05	6.25E-05	3.65E-05	0.000253523	2.01E-05	1.79E-05	2.62E-05	1.80E-05	3.17E-05	4.33E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_pseudopneumoniae	1.01E-06	5.70E-07	1.32E-06	3.29E-06	2.65E-06	1.33E-05	2.17E-06	6.74E-06	3.27E-06	3.29E-06	5.32E-06	4.72E-06	1.02E-05	8.88E-06	1.48E-06	3.96E-05	2.54E-06	4.24E-06	7.38E-06	7.24E-06	3.36E-06	1.00E-06	4.94E-06	4.75E-06	1.02E-05	6.19E-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_pyogenes	7.05E-06	7.92E-06	1.59E-05	2.87E-05	1.34E-05	3.20E-05	1.62E-05	2.24E-05	0.000124882	3.98E-05	1.08E-05	1.65E-05	2.68E-05	1.74E-05	2.02E-05	9.68E-05	8.69E-05	2.19E-05	3.07E-05	2.36E-05	2.06E-05	1.69E-05	1.79E-05	2.15E-05	2.07E-05	3.26E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_salivarius	4.66E-05	4.10E-05	0.001142651	0.000110748	0.002318535	0.001678133	0.000339179	0.004473072	0.0007305	4.42E-05	0.000605931	0.000254462	0.002797857	0.002661597	3.25E-05	7.55E-05	0.000664916	0.000160431	0.001359017	0.00016195	2.31E-05	0.000647611	1.79E-05	0.001203914	3.36E-05	0.000179705
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_sanguinis	6.52E-06	1.04E-05	4.56E-05	2.54E-05	4.06E-05	2.80E-05	1.64E-05	0.000158696	8.64E-05	1.06E-05	2.58E-05	1.47E-05	4.28E-05	9.38E-05	2.18E-05	4.10E-05	3.98E-05	1.18E-05	2.45E-05	2.60E-05	2.08E-05	3.46E-05	1.69E-05	3.55E-05	4.83E-05	6.86E-05
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_suis	4.00E-05	9.06E-05	9.94E-05	0.000221723	0.000126753	0.000245006	5.93E-05	0.000223832	0.000213149	0.000534764	8.47E-05	0.000126932	0.000120148	9.30E-05	0.000176121	0.000760348	8.68E-05	6.68E-05	0.000168243	0.000332515	0.000233028	8.49E-05	0.000234914	9.75E-05	0.000100548	9.10E-05
